분류,장소명,카카오맵_장소명,검색_장소명,위도,경도,주소
자연,구두리오름,구두리오름,구두리오름,33.41004775,126.6878435,제주특별자치도 서귀포시 표선면 가시리 158-2
자연,구시물,구시물,구시물,33.29493824,126.7126771,제주특별자치도 서귀포시 남원읍 남원리
자연,군산오름,군산,군산,33.25313318,126.3699625,제주특별자치도 서귀포시 안덕면 창천리 산 3-1
자연,금능으뜸원해변,금능해수욕장,금능해수욕장,33.39044882,126.2358899,제주특별자치도 제주시 한림읍 금능리 2026
자연,금오름,금악오름,금악오름,33.35455001,126.3057176,제주특별자치도 제주시 한림읍 금악리 산 1-1
자연,김녕사굴,김녕사굴,김녕사굴,33.543884,126.7754763,제주특별자치도 제주시 구좌읍 김녕리 201-4
자연,김녕성세기해변,김녕해수욕장,김녕해수욕장,33.55743886,126.759314,제주특별자치도 제주시 구좌읍 김녕리 497-4
자연,남원큰엉해안,큰엉해안경승지,큰엉해안경승지,33.27333215,126.7037144,제주특별자치도 서귀포시 남원읍 남원리
자연,높은오름,높은오름,높은오름,33.45644843,126.7930668,제주특별자치도 제주시 구좌읍 송당리 산 213-1
자연,다랑쉬오름,다랑쉬,다랑쉬오름,33.47766962,126.8215274,제주특별자치도 제주시 구좌읍 세화리 산 6
자연,다려도,다려도,다려도,33.55679291,126.6952768,제주특별자치도 제주시 조천읍 북촌리
자연,도너리오름,도너리오름,도너리오름,33.32569857,126.3213432,제주특별자치도 제주시 한림읍 금악리 산 60
자연,돈내코,돈내코유원지,돈내코유원지,33.30036663,126.5841333,제주특별자치도 서귀포시 상효동 1459
자연,둔지봉,둔지봉,둔지봉,33.50276525,126.7949756,제주특별자치도 제주시 구좌읍 한동리 산 40
자연,따라비오름,따라비오름,따라비오름,33.38870699,126.7528584,제주특별자치도 서귀포시 표선면 가시리 산 63
자연,마라도등대,마라도항로표지관리소,마라도등대,33.11665537,126.2695123,제주특별자치도 서귀포시 대정읍 가파리 642
자연,마라도,마라도,마라도,33.11848091,126.2671657,제주특별자치도 서귀포시 대정읍 가파리 600
자연,만장굴,만장굴,만장굴,33.52793252,126.7693513,제주특별자치도 제주시 구좌읍 김녕리 3341-3
자연,모구리오름,모구리오름,모구리오름,33.40899489,126.828617,제주특별자치도 서귀포시 성산읍 난산리 2960-1
자연,모지오름,모지오름,모지오름,33.39354749,126.768129,제주특별자치도 서귀포시 표선면 성읍리 산 22
자연,무수천,무수천,무수천,33.46105275,126.4476441,제주특별자치도 제주시 애월읍 광령리
자연,물영아리오름,물영아리,물영아리,33.36847197,126.6919721,제주특별자치도 서귀포시 남원읍 수망리 산 188
자연,바늘오름,바농오름,바농오름,33.45396336,126.6526005,제주특별자치도 제주시 조천읍 교래리 산 108
자연,방선문,방선문,방선문,33.4528273,126.5178317,제주특별자치도 제주시 오라이동 3819-11
자연,별도봉,별도봉,별도봉,33.51893297,126.5526502,제주특별자치도 제주시 화북일동 4472
자연,보목마을,보목마을,보목마을,33.24072486,126.603755,제주특별자치도 서귀포시 보목동
자연,붉은오름자연휴양림,붉은오름자연휴양림,붉은오름자연휴양림,33.40149008,126.6753618,제주특별자치도 서귀포시 표선면 가시리 산 158
자연,비양도,비양도,비양도,33.41027771,126.2273484,제주특별자치도 제주시 한림읍 협재리
자연,비양봉,비양봉,비양봉,33.40945313,126.226973,제주특별자치도 제주시 한림읍 협재리 산 100-1
자연,비자림,비자림,비자림,33.49040837,126.8099875,제주특별자치도 제주시 구좌읍 평대리 3161-1
자연,사라봉,사라봉,사라봉,33.51793874,126.5450389,제주특별자치도 제주시 건입동 387-1
자연,사라오름,한라산 사라오름,사라오름,33.371166,126.57055,제주특별자치도 서귀포시 남원읍 신례리 산2-1
자연,산굼부리,산굼부리,산굼부리,33.43257412,126.6938406,제주특별자치도 제주시 조천읍 교래리 166-2
자연,산방산,산방산,산방산,33.242849,126.313734,제주특별자치도 서귀포시 안덕면 사계리 산 16
자연,산지등대,산지항로표지관리소,산지등대,33.5214721,126.5457825,제주특별자치도 제주시 건입동 340-2
자연,산지천,산지천,산지천,33.51335755,126.5274026,제주특별자치도 제주시 일도1동
자연,삼양검은모래해변,삼양해수욕장,삼양해수욕장,33.52586702,126.5855373,제주특별자치도 제주시 삼양이동 1960-4
자연,삼의봉,삼의봉,삼의봉,33.44024588,126.5619244,제주특별자치도 제주시 아라일동 산 24-2
자연,삼의양오름,세미오름,세미오름,33.4390897,126.5623432,제주특별자치도 제주시 아라동 산 24-2
자연,새별오름,새별오름,새별오름,33.36619365,126.3577119,제주특별자치도 제주시 애월읍 봉성리 산 59-3
자연,새신오름,새신오름,새신오름,33.29818979,126.2393193,제주특별자치도 제주시 한경면 산양리
자연,생각하는정원,생각하는정원 출입구1,생각하는정원,33.32606852,126.2549979,제주특별자치도 제주시 한경면 저지리 1529-7
자연,서건도,서건도,서건도,33.22999483,126.4986272,제주특별자치도 서귀포시 강정동 산 1
자연,서귀포자연휴양림,서귀포자연휴양림,서귀포자연휴양림,33.31229131,126.464872,제주특별자치도 서귀포시 하원동 산 1-1
자연,서귀포해양도립공원,서귀포해양도립공원,서귀포해양도립공원,33.2415869,126.5577677,제주특별자치도 서귀포시 서홍동
자연,석부작박물관,석부작박물관,석부작박물관,33.25040315,126.536502,제주특별자치도 서귀포시 호근동 569-2
자연,선흘곶자왈,선흘곶자왈,선흘곶자왈,33.5164508,126.7160285,제주특별자치도 제주시 조천읍 선흘리 산 12
자연,섭지코지,섭지코지,섭지코지,33.42393807,126.9306092,제주특별자치도 서귀포시 성산읍 고성리 87
