분류,장소명,카카오맵_장소명,검색_장소명,위도,경도,주소
문화/예술/역사,대정향교,대정향교,대정향교,33.23945,126.288411,제주특별자치도 서귀포시 안덕면 향교로 165-17
문화/예술/역사,명월대,명월대,명월대,33.38901265,126.2662279,제주특별자치도 제주시 한림읍 명월리 2223
문화/예술/역사,모충사,모충사,모충사,33.51606702,126.5460174,제주특별자치도 제주시 건입동 426
문화/예술/역사,방사탑,방사탑,방사탑,33.51340556,126.4842895,제주특별자치도 제주시 용담삼동 2580-55
문화/예술/역사,백제사,백제사,백제사,33.44885763,126.4242237,제주특별자치도 제주시 애월읍 광령리 4121
문화/예술/역사,법화사,법화사,법화사,33.26504376,126.4575917,제주특별자치도 서귀포시 하원동 1071-1
문화/예술/역사,별방진,별방진,별방진,33.52677198,126.8828987,제주특별자치도 제주시 구좌읍 하도리 3354
문화/예술/역사,보림사,보림사,제주보림사,33.517629,126.546427,제주특별자치도 제주시 사라봉동길 61
문화/예술/역사,불탑사,불탑사,불탑사,33.52929506,126.5981808,제주특별자치도 제주시 삼양일동 696
문화/예술/역사,산방굴사,산방굴사,산방굴사,33.2379626,126.3130909,제주특별자치도 서귀포시 안덕면 사계리 3693
문화/예술/역사,산천단곰솔,곰솔흑송,산천단곰솔,33.44740877,126.5529876,제주특별자치도 제주시 아라일동 375-1
문화/예술/역사,서귀포김정희유배지,추사유배지,추사유배지,33.25040562,126.2781963,제주특별자치도 서귀포시 대정읍 안성리 1661-1
문화/예술/역사,서귀포하논분화구,하논,하논분화구,33.254403,126.546352,제주특별자치도 서귀포시 일주동로 8823
문화/예술/역사,성읍민속마을,성읍민속마을,성읍민속마을,33.38700668,126.7999853,제주특별자치도 서귀포시 표선면 성읍리 820-1
문화/예술/역사,약천사,약천사,약천사,33.24623622,126.4494585,제주특별자치도 서귀포시 대포동 1165
문화/예술/역사,양금석가옥,양금석가옥,양금석가옥,33.29132857,126.6284809,제주특별자치도 서귀포시 남원읍 신례리 1314
문화/예술/역사,연북정,연북정,연북정,33.54008358,126.6361195,제주특별자치도 제주시 조천읍 조천리 2690
문화/예술/역사,오현단,오현단,오현단,33.51041917,126.5257267,제주특별자치도 제주시 이도1동 1421-3
문화/예술/역사,월영사,월영사,월영사,33.47781058,126.4136737,제주특별자치도 제주시 애월읍 상귀리 329
문화/예술/역사,월정사,월정사,월정사,33.466567,126.510354,제주특별자치도 제주시 아연로 216-5
문화/예술/역사,이중섭거주지,이중섭거주지,이중섭거주지,33.24554838,126.5643275,제주특별자치도 서귀포시 서귀동 512-1
문화/예술/역사,절부암,절부암,절부암,33.32369021,126.1671398,제주특별자치도 제주시 한경면 용수리 4241-5
문화/예술/역사,정의향교,성읍민속마을 정의향교,정의향교,33.38679736,126.7998955,제주특별자치도 서귀포시 표선면 성읍리 820-1
문화/예술/역사,제주삼성혈,삼성혈,삼성혈,33.50442977,126.5287641,제주특별자치도 제주시 이도1동 1313
문화/예술/역사,제주삼양동유적,제주삼양동유적,제주삼양동유적,33.52332447,126.5876808,제주특별자치도 제주시 삼양동 1660-5
문화/예술/역사,제주목관아,제주목 관아,제주목관아,33.51420236,126.5220035,제주특별자치도 제주시 삼도2동 1045-1
문화/예술/역사,제주민속촌,제주민속촌,제주민속촌,33.32239595,126.8422973,제주특별자치도 서귀포시 표선면 표선리 40-1
문화/예술/역사,제주성지,제주성지,제주성지,33.5101297,126.5254743,제주특별자치도 제주시 이도1동 1437-6
문화/예술/역사,제주향교,제주향교,제주향교,33.51111202,126.5155843,제주특별자치도 제주시 용담1동 298-1
문화/예술/역사,천왕사,대한불교조계종천왕사,대한불교조계종천왕사,33.40777553,126.4950368,제주특별자치도 제주시 노형동 산 20-17
문화/예술/역사,평화통일불사리탑,평화통일불사리탑,평화통일불사리탑,33.5319587,126.6362095,제주특별자치도 제주시 조천읍 조천리 2268-1
박물관/전시관/미술관,김영갑갤러리,김영갑갤러리두모악,김영갑갤러리두모악,33.37189523,126.8541359,제주특별자치도 서귀포시 성산읍 삼달리 437-5
박물관/전시관/미술관,왈종미술관,왈종미술관,왈종미술관,33.24519534,126.5738104,제주특별자치도 서귀포시 동홍동 281-2
박물관/전시관/미술관,자연사랑미술관,자연사랑 가시리전시장,자연사랑미술관,33.35542985,126.7716123,제주특별자치도 서귀포시 표선면 가시리 1924
박물관/전시관/미술관,제주놀라운트릭아이미술관,놀라운트릭아이미술관,놀라운트릭아이미술관,33.34720789,126.3574002,제주특별자치도 제주시 한림읍 금악리 산 30-12
박물관/전시관/미술관,제주도립미술관,제주도립미술관,제주도립미술관,33.45258465,126.4896447,제주특별자치도 제주시 연동 680-7
박물관/전시관/미술관,제주특별자치도립기당미술관,기당미술관,기당미술관,33.24488858,126.5511971,제주특별자치도 서귀포시 서홍동 621
박물관/전시관/미술관,제주현대미술관,제주현대미술관,제주현대미술관,33.33966279,126.2655893,제주특별자치도 제주시 한경면 저지리 2114-63
박물관/전시관/미술관,건강과성박물관,건강과성박물관,건강과성박물관,33.25489914,126.346663,제주특별자치도 서귀포시 안덕면 감산리 1404
박물관/전시관/미술관,국립제주박물관,국립제주박물관,국립제주박물관,33.51359629,126.5488761,제주특별자치도 제주시 건입동 261
박물관/전시관/미술관,그리스신화박물관,그리스신화박물관,그리스신화박물관,33.34861302,126.3571353,제주특별자치도 제주시 한림읍 금악리 산 30-12
박물관/전시관/미술관,돌거북이수석박물관,봉황솟대박물관,봉황솟대박물관,33.31575925,126.2624909,제주특별자치도 제주시 한경면 청수리 20-1
박물관/전시관/미술관,믿거나말거나박물관,믿거나말거나박물관,믿거나말거나박물관,33.2512223,126.4128179,제주특별자치도 서귀포시 색달동 2864-2
박물관/전시관/미술관,박물관은살아있다,박물관은살아있다 제주중문점,제주박물관은살아있다,33.255038,126.408711,제주특별자치도 서귀포시 중문관광로 42
박물관/전시관/미술관,본태박물관,본태박물관,본태박물관,33.3037709,126.3924797,제주특별자치도 서귀포시 안덕면 상천리 380
박물관/전시관/미술관,세계조가비박물관,세계조가비박물관,세계조가비박물관,33.24744339,126.5515832,제주특별자치도 서귀포시 서홍동 557-1
박물관/전시관/미술관,신영영화박물관무비스타,제주신영영화박물관,제주신영영화박물관,33.27434687,126.704252,제주특별자치도 서귀포시 남원읍 남원리 2380
박물관/전시관/미술관,아프리카박물관,아프리카박물관,아프리카박물관,33.23974044,126.4293493,제주특별자치도 서귀포시 대포동 1833
박물관/전시관/미술관,제주세계자연유산센터,제주 세계자연유산센터,제주세계자연유산센터,33.45688437,126.7147213,제주특별자치도 제주시 조천읍 선흘리 478
박물관/전시관/미술관,제주교육박물관,제주교육박물관,제주교육박물관,33.49467315,126.5379723,제주특별자치도 제주시 이도2동 539-14
박물관/전시관/미술관,제주도민속자연사박물관,제주특별자치도 민속자연사박물관,제주민속자연사박물관,33.50634441,126.5315261,제주특별자치도 제주시 일도2동 996-1
박물관/전시관/미술관,제주돌문화공원,제주돌문화공원,제주돌문화공원,33.44821824,126.6590636,제주특별자치도 제주시 조천읍 교래리 산 119
박물관/전시관/미술관,제주세계성문화박물관,제주월드컵경기장 세계성문화박물관,세계성문화박물관,33.24577538,126.5081728,제주특별자치도 서귀포시 법환동 914
박물관/전시관/미술관,제주유리박물관,제주유리박물관,제주유리박물관,33.27854172,126.3701579,제주특별자치도 서귀포시 상예동 4303
박물관/전시관/미술관,제주테지움,테디베어 사파리,테디베어 사파리,33.41248458,126.3933945,제주특별자치도 제주시 애월읍 소길리 155-114
박물관/전시관/미술관,제주평화박물관,제주평화박물관,제주평화박물관,33.30564319,126.2492274,제주특별자치도 제주시 한경면 청수리 1166
박물관/전시관/미술관,조안베어뮤지엄,조안베어뮤지엄,조안베어뮤지엄,33.24025246,126.4340627,제주특별자치도 서귀포시 대포동 1959
박물관/전시관/미술관,초콜릿박물관,초콜릿박물관,초콜릿박물관,33.2570371,126.2299707,제주특별자치도 서귀포시 대정읍 일과리 551-18
박물관/전시관/미술관,테디베어뮤지엄제주,테디베어뮤지엄 제주점,제주테디베어뮤지엄,33.25029595,126.4121631,제주특별자치도 서귀포시 색달동 2889
박물관/전시관/미술관,피규어뮤지엄제주,피규어뮤지엄제주,피규어뮤지엄제주,33.28190641,126.3553565,제주특별자치도 서귀포시 안덕면 상창리 1875-8
박물관/전시관/미술관,해녀박물관,제주해녀박물관,제주해녀박물관,33.52358922,126.8634192,제주특별자치도 제주시 구좌읍 하도리 3204-1
박물관/전시관/미술관,갓전시관,갓전시관,갓전시관,33.43719224,126.6706477,제주특별자치도 제주시 조천읍 교래리 457-1
박물관/전시관/미술관,고흐의정원,고흐의정원,고흐의정원,33.37337564,126.8437184,제주특별자치도 서귀포시 성산읍 삼달리 1184
박물관/전시관/미술관,방림원,방림원,방림원,33.33714489,126.2685364,제주특별자치도 제주시 한경면 저지리 2120-91
박물관/전시관/미술관,서귀포천문과학문화관,서귀포천문과학문화관,서귀포천문과학문화관,33.28886609,126.4604245,제주특별자치도 서귀포시 하원동 산 70
박물관/전시관/미술관,서복전시관,서복전시관,서복전시관,33.24491119,126.5708889,제주특별자치도 서귀포시 서귀동 102-3
박물관/전시관/미술관,아쿠아플라넷제주,한화아쿠아플라넷 제주,제주아쿠아플라넷,33.43305363,126.9278792,제주특별자치도 서귀포시 성산읍 고성리 127-1
박물관/전시관/미술관,제주추사관,제주추사관,제주추사관,33.24997299,126.2782213,제주특별자치도 서귀포시 대정읍 안성리 1661-1
박물관/전시관/미술관,제주국제평화센터,제주국제평화센터,제주국제평화센터,33.24530962,126.4217033,제주특별자치도 서귀포시 중문동 2574-1
박물관/전시관/미술관,제주통일관,제주통일관,제주통일관,33.506713,126.5307708,제주특별자치도 제주시 일도2동 968-2
박물관/전시관/미술관,캐릭파크,캐릭파크,캐릭파크,33.47955699,126.7005655,제주특별자치도 제주시 조천읍 선흘리 2013-2
박물관/전시관/미술관,트랜스포머오토봇얼라이언스,제주신화월드 트랜스포머오토봇얼라이언스,트랜스포머오토봇얼라이언스,33.30266572,126.3171528,제주특별자치도 서귀포시 안덕면 서광리 산 24-15
박물관/전시관/미술관,하멜상선전시관,하멜상선전시관,하멜상선전시관,33.23331003,126.3137024,제주특별자치도 서귀포시 안덕면 사계리 116-7
박물관/전시관/미술관,한국야구명예전당,한국야구명예의전당,한국야구명예의전당,33.26055208,126.4984484,제주특별자치도 서귀포시 강정동 1479-1
박물관/전시관/미술관,헬로키티아일랜드,헬로키티아일랜드,헬로키티아일랜드,33.28995334,126.3520703,제주특별자치도 서귀포시 안덕면 상창리 1963-2
산업,넥슨컴퓨터박물관,넥슨컴퓨터박물관,넥슨컴퓨터박물관,33.47175131,126.4849796,제주특별자치도 제주시 노형동 86
산업,맥파이브루어리,맥파이 양조장&탭룸,맥파이브루어리,33.5032054,126.6171779,제주특별자치도 제주시 회천동 1309
산업,신화워터파크,신화워터파크,신화워터파크,33.30607049,126.315405,제주특별자치도 서귀포시 안덕면 서광리 산 24
산업,신화테마파크,신화테마파크,신화테마파크,33.30475888,126.3152821,제주특별자치도 서귀포시 안덕면 서광리 산 35-20
산업,정석항공관,정석항공관,정석항공관,33.394242,126.722483,제주 서귀포시 표선면 녹산로 554
산업,제주맥주,제주비어 양조장,제주맥주양조장,33.25095014,126.4332522,제주특별자치도 서귀포시 중문동 1884-5
산업,플레이케이팝,플레이케이팝 별이빛나는밤에,플레이케이팝,33.24951837,126.4132285,제주특별자치도 서귀포시 색달동 2864-36
자연,문섬,문섬,문섬,33.227111,126.566015,제주특별자치도 서귀포시 서귀동 산 4
자연,섶섬,섶섬,섶섬,33.231022,126.598701,제주특별자치도 서귀포시 보목동
자연,범섬,범섬,범섬,33.218088,126.516772,제주특별자치도 서귀포시 법환동
자연,새섬,새섬,새섬,33.236859,126.562072,제주특별자치도 서귀포시 서귀동 산 3-2
자연,걸매생태공원,걸매생태공원,걸매생태공원,33.250535,126.55514,제주특별자치도 서귀포시 서홍로 4-42
체험관광지,물드리네,물드리네,물드리네,33.322824,126.226994,제주특별자치도 제주시 한경면 낙산로 4-28
체험관광지,제주샘주,제주샘주,제주샘주,33.444886,126.337423,제주특별자치도 제주시 애월읍 애원로 283
체험관광지,한라산소주공장,한라산소주공장,한라산소주공장,33.407625,126.256312,제주특별자치도 제주시 한림읍 한림로 555
문화/예술/역사,알뜨르비행장일제지하벙커,알뜨르비행장일제지하벙커,알뜨르비행장일제지하벙커,33.20468,126.271706,제주특별자치도 서귀포시 대정읍 상모리 1670
문화/예술/역사,항파두리항몽유적,항파두리항몽유적,항파두리항몽유적,33.453495,126.40743,제주특별자치도 제주시 애월읍 항파두리로 50
박물관/전시관/미술관,더플래닛,더플래닛,더플래닛,33.255473,126.413028,제주특별자치도 서귀포시 색달동 2558
박물관/전시관/미술관,제주돌마을공원수석박물관,제주돌마을공원수석박물관,제주돌마을공원수석박물관,33.354086,126.253649,제주특별자치도 제주시 한림읍 금능남로 421
산업,지속가능환경교육센터,지속가능환경교육센터,지속가능환경교육센터,33.462191,126.629144,제주특별자치도 제주시 송이길 226
