분류,장소명,카카오맵_장소명,위도,경도,주소
자연,제주선흘리벵뒤굴,벵뒤굴,33.47537456,126.7179055,제주특별자치도 제주시 조천읍 선흘리 365
자연,제주토끼섬문주란자생지,토끼섬 문주란자생지,33.5237453,126.9026752,제주특별자치도 제주시 구좌읍 하도리 산 85
자연,제주하도리철새도래지,하도리철새도래지,33.51121572,126.8970623,제주특별자치도 제주시 구좌읍 하도리
자연,제주절물자연휴양림,제주절물자연휴양림,33.43915259,126.6280113,제주특별자치도 제주시 봉개동 산 78-1
자연,제지기오름,제지기오름,33.24161574,126.6094764,제주특별자치도 서귀포시 보목동 275-1
자연,종달리해안도로,종달리해안도로,33.4826062,126.9017357,제주특별자치도 제주시 구좌읍 종달리 630-1
자연,주상절리대,대포주상절리,33.23837534,126.4258132,제주특별자치도 서귀포시 중문동 2767
자연,중문·색달해변,중문색달해수욕장,33.24503815,126.4114987,제주특별자치도 서귀포시 색달동 3039
자연,지미봉,지미봉,33.49960787,126.9030165,제주특별자치도 제주시 구좌읍 종달리 산 3-1
자연,차귀도,차귀도,33.31155496,126.1476252,제주특별자치도 제주시 한경면 고산리 125
자연,천아오름,천아오름,33.3959387,126.4499396,제주특별자치도 제주시 애월읍 광령리 산 182-1
자연,천제연폭포,천제연폭포,33.25267658,126.4183754,제주특별자치도 서귀포시 중문동 2232
자연,천지연폭포,천지연폭포,33.24720872,126.5545245,제주특별자치도 서귀포시 서홍동 2565
자연,추자도,추자도,33.95286305,126.3148473,제주특별자치도 제주시 추자면 묵리
자연,추자도등대,추자도등대,33.95789026,126.2982718,제주특별자치도 제주시 추자면 영흥리 75
자연,카멜리아힐,카멜리아힐,33.28963443,126.3700095,제주특별자치도 서귀포시 안덕면 상창리 271
자연,폭낭오름,폭낭오름,33.35202041,126.3818635,제주특별자치도 제주시 애월읍 봉성리 산 43
자연,표선해비치해변,표선해수욕장,33.32751092,126.8374248,제주특별자치도 서귀포시 표선면 표선리
자연,하고수동해변,하고수동해변,33.5141508,126.9576482,제주특별자치도 제주시 우도면 연평리
자연,하모리해변,하모해수욕장,33.21106494,126.2607532,제주특별자치도 서귀포시 대정읍 하모리
자연,한대오름,한라산 한대오름,33.35631853,126.424477,제주특별자치도 제주시 애월읍 봉성리 산 1
자연,한라산,한라산국립공원,33.37666556,126.5422209,제주특별자치도 제주시 오등동 산 182
자연,한라산백록담,백록담,33.3624195,126.5333432,제주특별자치도 서귀포시 토평동 산 15-1
자연,한라산성판악,성판악,33.37530348,126.5845894,제주특별자치도 제주시 조천읍 교래리 산 137-2
자연,한라산영실,한라산영실,33.31925848,126.4783179,제주특별자치도 서귀포시 도순동 산 1
자연,한라생태숲,한라생태숲,33.43129334,126.5976996,제주특별자치도 제주시 용강동 산 14-1
자연,한라수목원,한라수목원,33.46978393,126.4932661,제주특별자치도 제주시 연동 2484
자연,함덕서우봉해변,함덕해수욕장,33.54306157,126.6692389,제주특별자치도 제주시 조천읍 함덕리 1004-10
자연,협재굴,한림공원 협재굴,33.38704177,126.2401585,제주특별자치도 제주시 한림읍 협재리
자연,협재해변,협재해수욕장,33.39386608,126.2391575,제주특별자치도 제주시 한림읍 협재리 2447
자연,형제섬,형제섬,34.71091499,128.644666,경남 거제시 남부면
자연,혼인지,혼인지,33.41519517,126.8937741,제주특별자치도 서귀포시 성산읍 온평리 1693
자연,화순금모래해변,화순금모래해수욕장,33.24003243,126.3335893,제주특별자치도 서귀포시 안덕면 화순리 833-2
자연,황우지해안,황우지해안,33.24146718,126.5505278,제주특별자치도 서귀포시 천지동 765-7
자연,후곡악,후곡악,33.42941565,126.8267317,제주특별자치도 서귀포시 성산읍 수산리 4504
자연,흙붉은오름,주체오름,33.49170709,126.7475905,제주특별자치도 제주시 구좌읍 덕천리 864
체험관광지,갈중이,농업회사법인 주식회사갈중이,33.2350986,126.3136584,제주특별자치도 서귀포시 안덕면 사계리 113
체험관광지,교래삼다수마을,교래삼다수마을,33.43125455,126.6783221,제주특별자치도 제주시 조천읍 교래리
체험관광지,구엄어촌체험마을,구엄어촌체험마을,33.48389199,126.3769431,제주특별자치도 제주시 애월읍 구엄리 608-1
체험관광지,다이나믹메이즈,다이나믹메이즈 에피소드3,33.39915757,126.785287,제주특별자치도 서귀포시 표선면 성읍리 2381
체험관광지,다희연,다희연 동굴의다원,33.48445045,126.7079384,제주특별자치도 제주시 조천읍 선흘리 600-12
체험관광지,도순다원,설록다원도순,33.27307489,126.4828604,제주특별자치도 서귀포시 도순동 1-1
체험관광지,동광리농촌체험마을,동광농촌체험마을 캠핑장,33.30670174,126.3370427,제주특별자치도 서귀포시 안덕면 동광리 976
체험관광지,두맹이골목,두맹이골목,33.5121313,126.5350037,제주특별자치도 제주시 일도2동
체험관광지,마린파크,마린파크,33.24081399,126.3347422,제주특별자치도 서귀포시 안덕면 화순리 823
체험관광지,번개과학체험관,번개과학체험관,33.28952673,126.5888397,제주특별자치도 서귀포시 토평동 1799
체험관광지,사진놀이터,사진놀이터,33.45675002,126.4417351,제주특별자치도 제주시 애월읍 광령리 100-3
체험관광지,서귀포가시리마을,가시리마을,33.38307571,126.7329447,제주특별자치도 서귀포시 표선면 가시리 산 41-3
체험관광지,서귀포알토산마을,알토산정보화마을,33.30880507,126.7796586,제주특별자치도 서귀포시 표선면 토산리 537-3
체험관광지,서귀포예래생태마을,예래생태마을,33.24934513,126.3929145,제주특별자치도 서귀포시 상예동 1307
체험관광지,서귀포용왕난드르마을,용왕난드르 향토음식체험장,33.23542086,126.3669438,제주특별자치도 서귀포시 안덕면 창천리 876-1
체험관광지,서프라이즈테마파크,서프라이즈테마파크,33.46516535,126.6595954,제주특별자치도 제주시 조천읍 와흘리 2988
체험관광지,성이시돌목장,성이시돌목장,33.34776988,126.3273211,제주특별자치도 제주시 한림읍 금악리 142
체험관광지,신흥2리마을,신흥2리마을회관,36.16526542,127.2046696,충남 논산시 양촌면 신흥리 306-4
체험관광지,아홉굿마을,낙천아홉굿마을,33.32760549,126.2267772,제주특별자치도 제주시 한경면 낙천리 1916
체험관광지,어멍아방잔치마을,어멍아방잔치마을,33.36190453,126.840566,제주특별자치도 서귀포시 성산읍 신풍리 500-1
체험관광지,위미1리어촌체험마을,위미1리어촌체험마을,33.27102755,126.6586934,제주특별자치도 서귀포시 남원읍 위미리 2937-2
체험관광지,이상한나라의앨리스,제주거울미로 이상한나라의 앨리스,33.2889975,126.3216275,제주특별자치도 서귀포시 안덕면 서광리 717-3
체험관광지,이중섭문화거리,이중섭거리,33.24565245,126.564181,제주특별자치도 서귀포시 서귀동 512
체험관광지,점보빌리지,점보빌리지,33.27627648,126.3051056,제주특별자치도 서귀포시 안덕면 서광리 2351
체험관광지,제주동백마을,제주동백마을,33.32038818,126.7451815,제주특별자치도 서귀포시 남원읍 신흥리 1759-2
체험관광지,제주명도암참살이마을,명도암참살이마을,33.46249479,126.6062988,제주특별자치도 제주시 봉개동 270-3
체험관광지,제주서광다원,제주서광다원,33.3083756,126.3067324,제주특별자치도 서귀포시 안덕면 서광리 1203-14
체험관광지,제주서귀포상예마을,상예마을,33.26621324,126.3755612,제주특별자치도 서귀포시 상예동
체험관광지,제주유수암마을,유수암마을,33.4413234,126.4027651,제주특별자치도 제주시 애월읍 유수암리 1892-1
체험관광지,제주청수마을,청수마을,33.31807493,126.2475176,제주특별자치도 제주시 한경면 청수리 1572-3
체험관광지,제주초콜릿랜드,초콜릿랜드,33.24940041,126.4134525,제주특별자치도 서귀포시 색달동 2864-36
체험관광지,제주도예촌,제주도예촌,33.26491551,126.235551,제주특별자치도 서귀포시 대정읍 영락리 1
체험관광지,제주마방목지,제주마방목지,33.42725344,126.6030774,제주특별자치도 제주시 용강동 산 14-34
체험관광지,제주선인장마을,제주선인장마을,33.37518805,126.2157223,제주특별자치도 제주시 한림읍 월령리 417
체험관광지,제주탐나라공화국,제주탐나라공화국,33.33371704,126.326905,제주특별자치도 제주시 한림읍 금악리 81-9
체험관광지,제주허브동산,제주허브동산,33.32968333,126.8151318,제주특별자치도 서귀포시 표선면 표선리 2608
체험관광지,제주힐링명상센터,무병장수테마파크,33.39556313,126.3610086,제주특별자치도 제주시 애월읍 어음리 49
체험관광지,조랑말체험공원,조랑말체험공원,33.38309728,126.7362849,제주특별자치도 서귀포시 표선면 가시리 3149-33
체험관광지,주식회사제이엠그랑블루요트,제이엠그랑블루요트,33.23825046,126.4395518,제주특별자치도 서귀포시 대포동 2184-15
체험관광지,하도어촌체험마을,하도어촌체험마을,33.52003178,126.9040529,제주특별자치도 제주시 구좌읍 하도리 22-10
체험관광지,한수풀해녀학교,제주한수풀해녀학교,33.4427256,126.2785176,제주특별자치도 제주시 한림읍 귀덕리 4107-2
체험관광지,혼인지마을,혼인지마을,33.40551642,126.9038478,제주특별자치도 서귀포시 성산읍 온평리 956-1
건축/조형물,사라봉,사라봉,33.51793874,126.5450389,제주특별자치도 제주시 건입동 387-1
건축/조형물,새섬새연교,새연교,33.23853254,126.558886,제주특별자치도 서귀포시 서홍동 707-4
건축/조형물,선임교,선임교,33.25164578,126.4169744,제주특별자치도 서귀포시 중문동
건축/조형물,제주해녀항일운동기념탑,제주해녀 항일운동기념공원 제주해녀항일운동기념탑,33.5216489,126.863349,제주특별자치도 제주시 구좌읍 상도리 471-32
문화/예술/역사,관덕정,관덕정,33.51334915,126.5214571,제주특별자치도 제주시 삼도2동 983-1
문화/예술/역사,관음사,관음사,33.42374026,126.5581237,제주특별자치도 제주시 아라일동 387
문화/예술/역사,금룡사,금룡사,36.10557899,128.3412583,경북 구미시 형곡동 566
문화/예술/역사,대정향교,대정향교주차장,33.23892324,126.2889384,제주특별자치도 서귀포시 안덕면 사계리 3129-1
문화/예술/역사,명월대,명월대,33.38901265,126.2662279,제주특별자치도 제주시 한림읍 명월리 2223
문화/예술/역사,모충사,모충사,33.51606702,126.5460174,제주특별자치도 제주시 건입동 426
문화/예술/역사,방사탑,방사탑,33.51340556,126.4842895,제주특별자치도 제주시 용담삼동 2580-55
문화/예술/역사,백제사,백제사,33.44885763,126.4242237,제주특별자치도 제주시 애월읍 광령리 4121
문화/예술/역사,법화사,법화사,33.26504376,126.4575917,제주특별자치도 서귀포시 하원동 1071-1
문화/예술/역사,별방진,별방진,33.52677198,126.8828987,제주특별자치도 제주시 구좌읍 하도리 3354
문화/예술/역사,보덕사,보덕사,36.7189092,126.6355924,충남 예산군 덕산면 상가리 277
문화/예술/역사,보림사,보림사,34.80769524,126.8965282,전남 장흥군 유치면 봉덕리 45
문화/예술/역사,불탑사,불탑사,33.52929506,126.5981808,제주특별자치도 제주시 삼양일동 696
문화/예술/역사,산방굴사,산방굴사,33.2379626,126.3130909,제주특별자치도 서귀포시 안덕면 사계리 3693
문화/예술/역사,산천단곰솔,곰솔흑송,33.44740877,126.5529876,제주특별자치도 제주시 아라일동 375-1
문화/예술/역사,서귀본향당,서귀본향당,33.24633597,126.5647185,제주특별자치도 서귀포시 서귀동 535
문화/예술/역사,서귀포김정희유배지,추사유배지,33.25040562,126.2781963,제주특별자치도 서귀포시 대정읍 안성리 1661-1
문화/예술/역사,서귀포하논분화구,하논,33.251055,126.5450403,제주특별자치도 서귀포시 서홍동
문화/예술/역사,선광사,선광사,35.17716406,128.9954945,부산 사상구 덕포동 21-2
문화/예술/역사,성읍민속마을,성읍민속마을,33.38700668,126.7999853,제주특별자치도 서귀포시 표선면 성읍리 820-1
문화/예술/역사,신촌향사,신촌향사,33.53643047,126.6205455,제주특별자치도 제주시 조천읍 신촌리 2156-1
문화/예술/역사,약천사,약천사,33.24623622,126.4494585,제주특별자치도 서귀포시 대포동 1165
문화/예술/역사,양금석가옥,양금석가옥,33.29132857,126.6284809,제주특별자치도 서귀포시 남원읍 신례리 1314
문화/예술/역사,연북정,연북정,33.54008358,126.6361195,제주특별자치도 제주시 조천읍 조천리 2690
문화/예술/역사,오현단,오현단,33.51041917,126.5257267,제주특별자치도 제주시 이도1동 1421-3
문화/예술/역사,월영사,월영사,33.47781058,126.4136737,제주특별자치도 제주시 애월읍 상귀리 329
문화/예술/역사,월정사,월정사,37.7317159,128.5921075,강원 평창군 진부면 동산리 63-1
문화/예술/역사,이중섭거주지,이중섭거주지,33.24554838,126.5643275,제주특별자치도 서귀포시 서귀동 512-1
문화/예술/역사,절부암,절부암,33.32369021,126.1671398,제주특별자치도 제주시 한경면 용수리 4241-5
문화/예술/역사,정의향교,성읍민속마을 정의향교,33.38679736,126.7998955,제주특별자치도 서귀포시 표선면 성읍리 820-1
문화/예술/역사,제주삼성혈,삼성혈,33.50442977,126.5287641,제주특별자치도 제주시 이도1동 1313
문화/예술/역사,제주삼양동유적,제주삼양동유적,33.52332447,126.5876808,제주특별자치도 제주시 삼양동 1660-5
문화/예술/역사,제주목관아,제주목 관아,33.51420236,126.5220035,제주특별자치도 제주시 삼도2동 1045-1
문화/예술/역사,제주민속촌,제주민속촌,33.32239595,126.8422973,제주특별자치도 서귀포시 표선면 표선리 40-1
문화/예술/역사,제주성지,제주성지,33.5101297,126.5254743,제주특별자치도 제주시 이도1동 1437-6
문화/예술/역사,제주향교,제주향교,33.51111202,126.5155843,제주특별자치도 제주시 용담1동 298-1
문화/예술/역사,천왕사,대한불교조계종천왕사,33.40777553,126.4950368,제주특별자치도 제주시 노형동 산 20-17
문화/예술/역사,평화통일불사리탑,평화통일불사리탑,33.5319587,126.6362095,제주특별자치도 제주시 조천읍 조천리 2268-1
박물관/전시관/미술관,김영갑갤러리,김영갑갤러리두모악,33.37189523,126.8541359,제주특별자치도 서귀포시 성산읍 삼달리 437-5
박물관/전시관/미술관,왈종미술관,왈종미술관,33.24519534,126.5738104,제주특별자치도 서귀포시 동홍동 281-2
박물관/전시관/미술관,자연사랑미술관,자연사랑 가시리전시장,33.35542985,126.7716123,제주특별자치도 서귀포시 표선면 가시리 1924
박물관/전시관/미술관,제주놀라운트릭아이미술관,놀라운트릭아이미술관,33.34720789,126.3574002,제주특별자치도 제주시 한림읍 금악리 산 30-12
박물관/전시관/미술관,제주도립미술관,제주도립미술관,33.45258465,126.4896447,제주특별자치도 제주시 연동 680-7
박물관/전시관/미술관,제주특별자치도립기당미술관,기당미술관,33.24488858,126.5511971,제주특별자치도 서귀포시 서홍동 621
박물관/전시관/미술관,제주현대미술관,제주현대미술관,33.33966279,126.2655893,제주특별자치도 제주시 한경면 저지리 2114-63
박물관/전시관/미술관,건강과성박물관,건강과성박물관,33.25489914,126.346663,제주특별자치도 서귀포시 안덕면 감산리 1404
박물관/전시관/미술관,국립제주박물관,국립제주박물관,33.51359629,126.5488761,제주특별자치도 제주시 건입동 261
박물관/전시관/미술관,그리스신화박물관,그리스신화박물관,33.34861302,126.3571353,제주특별자치도 제주시 한림읍 금악리 산 30-12
박물관/전시관/미술관,돌거북이수석박물관,봉황솟대박물관,33.31575925,126.2624909,제주특별자치도 제주시 한경면 청수리 20-1
박물관/전시관/미술관,믿거나말거나박물관,믿거나말거나박물관,33.2512223,126.4128179,제주특별자치도 서귀포시 색달동 2864-2
박물관/전시관/미술관,박물관은살아있다,박물관은살아있다 인사동점,37.57179354,126.9872765,서울 종로구 인사동 43
